PROD_CODE;BASKET_ID
PRD0901933;994106500007938
PRD0902116;994106500007938
PRD0902598;994106500007938
PRD0902642;994106500007938
PRD0903301;994106500007938
PRD0903395;994106500007938
PRD0904358;994106500007938
PRD0904815;994106500007938
PRD0904933;994106500007938
PRD0901348;994106500007938
PRD0901187;994106500007938
PRD0900168;994106500007938
PRD0900218;994106500008097
PRD0900676;994106500008097
PRD0900786;994106500008097
PRD0901150;994106500008097
PRD0901589;994106500008097
PRD0901672;994106500008097
PRD0901850;994106500008097
PRD0902020;994106500008097
PRD0902297;994106500008097
PRD0902484;994106500008097
PRD0902898;994106500008097
PRD0903050;994106500008097
PRD0903052;994106500008097
PRD0903161;994106500008097
PRD0903184;994106500008097
PRD0903194;994106500008097
PRD0903452;994106500008097
PRD0903877;994106500008097
PRD0904120;994106500008097
PRD0904775;994106500008097
PRD0903627;994106500008097
PRD0900918;994106500008097
PRD0903900;994106500008097
PRD0904364;994106500008097
PRD0900175;994106500008097
PRD0900066;994106500008133
PRD0900557;994106500008133
PRD0900583;994106500008133
PRD0901279;994106500008133
PRD0901458;994106500008133
PRD0901617;994106500008133
PRD0901672;994106500008133
PRD0901983;994106500008133
PRD0902767;994106500008133
PRD0903143;994106500008133
PRD0903190;994106500008133
PRD0903556;994106500008133
PRD0903644;994106500008133
PRD0904000;994106500008133
PRD0904103;994106500008133
PRD0904490;994106500008133
PRD0904506;994106500008133
PRD0904522;994106500008133
PRD0904426;994106500008133
PRD0900143;994106500008205
PRD0900311;994106500008205
PRD0900830;994106500008205
PRD0901359;994106500008205
PRD0901522;994106500008205
PRD0902198;994106500008205
PRD0902254;994106500008205
PRD0903233;994106500008205
PRD0903408;994106500008205
PRD0904345;994106500008205
PRD0901886;994106500008205
PRD0900736;994106500008750
PRD0901265;994106500008822
PRD0904294;994106500008822
PRD0903514;994106500009039
PRD0900065;994106500009284
PRD0900415;994106500009284
PRD0901140;994106500009284
PRD0901505;994106500009284
PRD0902561;994106500009284
PRD0902700;994106500009284
PRD0903632;994106500009284
PRD0904817;994106500009284
PRD0900780;994106500009284
PRD0902472;994106500009306
PRD0904743;994106500009306
PRD0902734;994106500009306
PRD0904988;994106500009315
PRD0900066;994106500009548
PRD0900254;994106500009548
PRD0900691;994106500009548
PRD0901265;994106500009548
PRD0902929;994106500009548
PRD0902962;994106500009548
PRD0903052;994106500009548
PRD0903590;994106500009548
PRD0903619;994106500009548
PRD0903751;994106500009548
PRD0903993;994106500009548
PRD0904202;994106500009548
PRD0904249;994106500009548
PRD0904358;994106500009548
PRD0904887;994106500009548
PRD0900228;994106500009578
PRD0901226;994106500009578
PRD0900171;994106500009682
PRD0900500;994106500009682
PRD0900926;994106500009682
PRD0900951;994106500009682
PRD0901688;994106500009682
PRD0901821;994106500009682
PRD0902007;994106500009682
PRD0902015;994106500009682
PRD0902243;994106500009682
PRD0902948;994106500009682
PRD0903677;994106500009682
PRD0903993;994106500009682
PRD0904286;994106500009682
PRD0904576;994106500009682
PRD0904774;994106500009682
PRD0904805;994106500009682
PRD0904847;994106500009682
PRD0900221;994106500009682
PRD0903668;994106500009682
PRD0904698;994106500009682
PRD0904275;994106500009682
PRD0904854;994106500009682
PRD0900155;994106500010449
PRD0900212;994106500010449
PRD0900290;994106500010449
PRD0900359;994106500010449
PRD0900461;994106500010449
PRD0900847;994106500010449
PRD0901024;994106500010449
PRD0902266;994106500010449
PRD0903325;994106500010449
PRD0903373;994106500010449
PRD0903538;994106500010449
PRD0904613;994106500010449
PRD0904786;994106500010449
PRD0904886;994106500010449
PRD0904157;994106500010449
PRD0901225;994106500010449
PRD0903868;994106500010449
PRD0902734;994106500010449
PRD0900771;994106500010690
PRD0901495;994106500010690
PRD0900159;994106500010824
PRD0900438;994106500010824
PRD0901699;994106500010824
PRD0901906;994106500010824
PRD0902015;994106500010824
PRD0902876;994106500010824
PRD0903052;994106500010824
PRD0903475;994106500010824
PRD0903705;994106500010824
PRD0904418;994106500010824
PRD0904488;994106500010824
PRD0904531;994106500010824
PRD0901711;994106500010824
PRD0900254;994106500010927
PRD0900925;994106500010927
PRD0900926;994106500010927
PRD0901265;994106500010927
PRD0901294;994106500010927
PRD0901468;994106500010927
PRD0901544;994106500010927
PRD0901740;994106500010927
PRD0902915;994106500010927
PRD0902929;994106500010927
PRD0902944;994106500010927
PRD0902982;994106500010927
PRD0903377;994106500010927
PRD0903395;994106500010927
PRD0903441;994106500010927
PRD0903746;994106500010927
PRD0904005;994106500010927
PRD0904044;994106500010927
PRD0904379;994106500010927
PRD0904409;994106500010927
PRD0904681;994106500010927
PRD0904723;994106500010927
PRD0900234;994106500010927
PRD0904794;994106500010927
PRD0901165;994106500010927
PRD0902262;994106500010927
PRD0903828;994106500010927
PRD0900734;994106500010943
PRD0900843;994106500010943
PRD0901872;994106500011309
PRD0902443;994106500011309
PRD0901353;994106500011983
PRD0900633;994106500012358
PRD0900878;994106500012358
PRD0901672;994106500012358
PRD0901798;994106500012358
PRD0902008;994106500012358
PRD0904191;994106500012358
PRD0904192;994106500012358
PRD0901365;994106500012358
PRD0901969;994106500012358
PRD0902959;994106500012358
PRD0902359;994106500012358
PRD0903447;994106500012358
PRD0903115;994106500012429
PRD0900008;994106500012457
PRD0904357;994106500012457
PRD0903523;994106500012502
PRD0904661;994106500012502
PRD0904358;994106500012659
PRD0902923;994106500012659
PRD0902265;994106500012834
PRD0903869;994106500012834
PRD0903877;994106500012834
PRD0900613;994106500012933
PRD0901887;994106500013020
PRD0903362;994106500013020
PRD0900076;994106500013319
PRD0900372;994106500013319
PRD0900440;994106500013319
PRD0902013;994106500013319
PRD0902375;994106500013319
PRD0903050;994106500013319
PRD0903052;994106500013319
PRD0904636;994106500013319
PRD0903900;994106500013319
PRD0901944;994106500013319
PRD0900356;994106500013319
PRD0904090;994106500013803
PRD0903114;994106500014313
PRD0904945;994106500014474
PRD0901878;994106500015010
PRD0903408;994106500015010
PRD0904103;994106500015010
PRD0904339;994106500015010
PRD0903678;994106500015010
PRD0902627;994106500015010
PRD0901230;994106500015010
PRD0900493;994106500015181
PRD0903052;994106500015388
PRD0901562;994106500015388
PRD0900275;994106500015440
PRD0900528;994106500015440
PRD0900911;994106500015440
PRD0901026;994106500015440
PRD0901101;994106500015440
PRD0901136;994106500015440
PRD0902189;994106500015440
PRD0902675;994106500015440
PRD0902724;994106500015440
PRD0903135;994106500015440
PRD0904579;994106500015440
PRD0903617;994106500015440
PRD0900891;994106500015440
PRD0902092;994106500015440
PRD0904133;994106500015440
PRD0903569;994106500015447
PRD0904246;994106500015447
PRD0900755;994106500015590
PRD0902407;994106500015590
PRD0902198;994106500015892
PRD0904358;994106500015892
PRD0904813;994106500015892
PRD0903678;994106500015892
PRD0902449;994106500015892
PRD0900173;994106500015945
PRD0904738;994106500015945
PRD0903678;994106500015945
PRD0901253;994106500016059
PRD0903096;994106500016059
PRD0901547;994106500016641
PRD0903615;994106500016641
PRD0903618;994106500016641
PRD0903845;994106500016641
PRD0904614;994106500016641
PRD0902431;994106500016641
PRD0900493;994106500016641
PRD0901821;994106500016819
PRD0903497;994106500016819
PRD0903685;994106500016819
PRD0904898;994106500016819
PRD0904976;994106500016819
PRD0902392;994106500016819
PRD0900249;994106500016819
PRD0901348;994106500016819
PRD0901301;994106500016819
PRD0902542;994106500016819
PRD0901338;994106500016988
PRD0900121;994106500017075
PRD0900435;994106500017075
PRD0900844;994106500017075
PRD0900923;994106500017075
PRD0900938;994106500017075
PRD0901123;994106500017075
PRD0901535;994106500017075
PRD0901705;994106500017075
PRD0902700;994106500017075
PRD0902929;994106500017075
PRD0903052;994106500017075
PRD0903171;994106500017075
PRD0903557;994106500017075
PRD0904055;994106500017075
PRD0904304;994106500017075
PRD0904976;994106500017075
PRD0901067;994106500017075
PRD0900121;994106500017275
PRD0900174;994106500017275
PRD0900633;994106500017275
PRD0902699;994106500017275
PRD0903984;994106500017275
PRD0902746;994106500017275
PRD0904157;994106500017275
PRD0903437;994106500017275
PRD0900531;994106500017508
PRD0902423;994106500017508
PRD0900173;994106500017604
PRD0901009;994106500017604
PRD0901066;994106500017604
PRD0901652;994106500017604
PRD0903052;994106500017604
PRD0903497;994106500017604
PRD0903941;994106500017604
PRD0904358;994106500017734
PRD0904636;994106500017734
PRD0900983;994106500017908
PRD0901359;994106500017908
PRD0904025;994106500017908
PRD0902671;994106500017908
PRD0903788;994106500018032
PRD0904281;994106500018032
PRD0900508;994106500018127
PRD0900917;994106500018127
PRD0902087;994106500018127
PRD0902558;994106500018127
PRD0902655;994106500018127
PRD0903806;994106500018127
PRD0904454;994106500018127
PRD0904684;994106500018127
PRD0901017;994106500018127
PRD0901329;994106500018169
PRD0900167;994106500018285
PRD0900830;994106500018285
PRD0901548;994106500018285
PRD0902029;994106500018285
PRD0902265;994106500018285
PRD0902609;994106500018285
PRD0902840;994106500018285
PRD0903074;994106500018285
PRD0903298;994106500018285
PRD0903438;994106500018285
PRD0904358;994106500018285
PRD0904569;994106500018285
PRD0904574;994106500018285
PRD0904761;994106500018285
PRD0901319;994106500018395
PRD0902287;994106500018395
PRD0901837;994106500018433
PRD0901987;994106500018433
PRD0903270;994106500018433
PRD0903750;994106500018433
PRD0901093;994106500018457
PRD0903114;994106500018457
PRD0904241;994106500018457
PRD0901424;994106500018892
PRD0903567;994106500018892
PRD0903776;994106500018892
PRD0900121;994106500019435
PRD0900139;994106500019435
PRD0900225;994106500019435
PRD0900741;994106500019435
PRD0901242;994106500019435
PRD0901265;994106500019435
PRD0903052;994106500019435
PRD0903520;994106500019435
PRD0900175;994106500019435
PRD0900121;994106500019523
PRD0900346;994106500019523
PRD0901153;994106500019523
PRD0901228;994106500019523
PRD0901407;994106500019523
PRD0903074;994106500019523
PRD0900986;994106500019564
PRD0902618;994106500019564
PRD0903834;994106500019564
PRD0904723;994106500019564
PRD0900749;994106500019770
PRD0901201;994106500019770
PRD0901872;994106500019770
PRD0902882;994106500019790
PRD0904319;994106500019790
PRD0904363;994106500019790
PRD0904920;994106500019790
PRD0900239;994106500019802
PRD0901510;994106500019802
PRD0901871;994106500019802
PRD0902882;994106500019802
PRD0902016;994106500019908
PRD0902555;994106500019908
PRD0902645;994106500019908
PRD0902819;994106500019908
PRD0902449;994106500019908
PRD0900121;994106500020023
PRD0900648;994106500020023
PRD0900653;994106500020023
PRD0901926;994106500020023
PRD0903136;994106500020023
PRD0901075;994106500020053
PRD0901586;994106500020157
PRD0903577;994106500020157
PRD0903816;994106500020157
PRD0900097;994106500020330
PRD0900159;994106500020330
PRD0900173;994106500020330
PRD0900432;994106500020330
PRD0900531;994106500020330
PRD0900569;994106500020330
PRD0900670;994106500020330
PRD0900830;994106500020330
PRD0901278;994106500020330
PRD0901353;994106500020330
PRD0901585;994106500020330
PRD0901766;994106500020330
PRD0902060;994106500020330
PRD0902536;994106500020330
PRD0902666;994106500020330
PRD0902699;994106500020330
PRD0902908;994106500020330
PRD0902944;994106500020330
PRD0902969;994106500020330
PRD0903052;994106500020330
PRD0903228;994106500020330
PRD0903269;994106500020330
PRD0903497;994106500020330
PRD0903564;994106500020330
PRD0903786;994106500020330
PRD0904001;994106500020330
PRD0904492;994106500020330
PRD0902214;994106500020330
PRD0903245;994106500020330
PRD0901157;994106500020330
PRD0901499;994106500020330
PRD0900852;994106500020386
PRD0900884;994106500020386
PRD0902889;994106500020386
PRD0903298;994106500020386
PRD0904557;994106500020386
PRD0901776;994106500020573
PRD0904358;994106500020573
PRD0903678;994106500020573
PRD0901985;994106500020594
PRD0902868;994106500020594
PRD0903469;994106500020594
PRD0903788;994106500020594
PRD0901891;994106500021146
PRD0901929;994106500021146
PRD0902222;994106500021146
PRD0902477;994106500021146
PRD0900008;994106500021178
PRD0902268;994106500021178
PRD0902345;994106500021178
PRD0904974;994106500021178
PRD0900173;994106500021302
PRD0902700;994106500021302
PRD0902883;994106500021302
PRD0903469;994106500021302
PRD0903690;994106500021302
PRD0903827;994106500021302
PRD0904860;994106500021302
PRD0900875;994106500021890
PRD0900934;994106500021890
PRD0901620;994106500021890
PRD0903353;994106500021890
PRD0904044;994106500021890
PRD0900202;994106500021962
PRD0903677;994106500021962
PRD0904358;994106500021962
PRD0900686;994106500022036
PRD0901031;994106500022036
PRD0902462;994106500022036
PRD0902808;994106500022036
PRD0904736;994106500022036
PRD0902110;994106500022036
PRD0902149;994106500022036
PRD0903639;994106500022036
PRD0901303;994106500022036
PRD0900679;994106500022063
PRD0900684;994106500022063
PRD0901383;994106500022063
PRD0901505;994106500022063
PRD0901860;994106500022063
PRD0903052;994106500022063
PRD0904918;994106500022063
PRD0901042;994106500022063
PRD0900159;994106500022139
PRD0901229;994106500022139
PRD0902801;994106500022139
PRD0902930;994106500022139
PRD0903052;994106500022139
PRD0903081;994106500022139
PRD0903250;994106500022139
PRD0904441;994106500022139
PRD0904933;994106500022139
PRD0904951;994106500022139
PRD0900537;994106500022139
PRD0902576;994106500022139
PRD0904099;994106500022139
PRD0901486;994106500022139
PRD0901145;994106500022139
PRD0900008;994106500022261
PRD0900456;994106500022261
PRD0901008;994106500022261
PRD0901265;994106500022261
PRD0901821;994106500022261
PRD0902430;994106500022261
PRD0902606;994106500022261
PRD0902890;994106500022261
PRD0902984;994106500022261
PRD0903052;994106500022261
PRD0903130;994106500022261
PRD0904533;994106500022261
PRD0901937;994106500022261
PRD0901900;994106500022261
PRD0901867;994106500022261
PRD0900676;994106500022422
PRD0900962;994106500022422
PRD0901078;994106500022422
PRD0903074;994106500022422
PRD0903788;994106500022422
PRD0904241;994106500022422
PRD0903812;994106500022422
PRD0902129;994106500022422
PRD0904652;994106500022422
PRD0903028;994106500022436
PRD0900614;994106500022839
PRD0902257;994106500022839
PRD0902687;994106500022839
PRD0902898;994106500022839
PRD0900228;994106500022902
PRD0901014;994106500022902
PRD0901871;994106500022902
PRD0901881;994106500022902
PRD0902242;994106500022902
PRD0902394;994106500022902
PRD0902724;994106500022902
PRD0903052;994106500022902
PRD0903057;994106500022902
PRD0903632;994106500022902
PRD0904250;994106500022902
PRD0900759;994106500022902
PRD0902660;994106500022902
PRD0900294;994106500022902
PRD0900121;994106500023333
PRD0901878;994106500023333
PRD0901998;994106500023333
PRD0902163;994106500023333
PRD0902472;994106500023333
PRD0902499;994106500023333
PRD0902606;994106500023333
PRD0902700;994106500023333
PRD0903917;994106500023333
PRD0904537;994106500023333
PRD0904555;994106500023333
PRD0904703;994106500023333
PRD0901937;994106500023333
PRD0902613;994106500023333
PRD0901831;994106500023570
PRD0902692;994106500023570
PRD0903078;994106500023570
PRD0903522;994106500023570
PRD0904606;994106500023570
PRD0901188;994106500024164
PRD0902882;994106500024164
PRD0903939;994106500024164
PRD0902899;994106500024164
PRD0901180;994106500024294
PRD0902801;994106500024744
PRD0901141;994106500024858
PRD0902216;994106500024858
PRD0903934;994106500024858
PRD0904096;994106500024858
PRD0904711;994106500024858
PRD0902207;994106500024858
PRD0904830;994106500024858
PRD0901863;994106500024858
PRD0901353;994106500025168
PRD0904441;994106500025168
PRD0903615;994106500025191
PRD0900907;994106500025247
PRD0902125;994106500025247
PRD0903473;994106500025247
PRD0900121;994106500025301
PRD0904434;994106500025301
PRD0900097;994106500025440
PRD0902920;994106500025440
PRD0903125;994106500025440
PRD0903655;994106500025440
PRD0904269;994106500025440
PRD0904505;994106500025440
PRD0904917;994106500025440
PRD0900251;994106500025512
PRD0900700;994106500025512
PRD0900917;994106500025512
PRD0901672;994106500025512
PRD0901887;994106500025512
PRD0901982;994106500025512
PRD0902132;994106500025512
PRD0902478;994106500025512
PRD0903074;994106500025512
PRD0903463;994106500025512
PRD0903677;994106500025512
PRD0903806;994106500025512
PRD0904044;994106500025512
PRD0904963;994106500025658
PRD0900354;994106500025722
PRD0901170;994106500025722
PRD0901228;994106500025722
PRD0901853;994106500025722
PRD0902198;994106500025722
PRD0902630;994106500025722
PRD0903052;994106500025722
PRD0903074;994106500025722
PRD0903514;994106500025722
PRD0903542;994106500025722
PRD0903788;994106500025722
PRD0904107;994106500025722
PRD0904348;994106500025722
PRD0904358;994106500025722
PRD0904647;994106500025722
PRD0904761;994106500025722
PRD0902207;994106500025722
PRD0900263;994106500025722
PRD0903042;994106500025722
PRD0900390;994106500025763
PRD0903050;994106500025763
PRD0904358;994106500025763
PRD0902602;994106500025818
PRD0903598;994106500025818
PRD0904379;994106500025818
PRD0904933;994106500025818
PRD0901938;994106500025978
PRD0902286;994106500025978
PRD0903877;994106500026136
PRD0903891;994106500026136
PRD0904547;994106500026136
PRD0901549;994106500026165
PRD0902398;994106500026165
PRD0902482;994106500026165
PRD0903234;994106500026165
PRD0903571;994106500026165
PRD0904298;994106500026165
PRD0904425;994106500026165
PRD0903913;994106500026165
PRD0901081;994106500026284
PRD0902601;994106500026284
PRD0902822;994106500026284
PRD0903176;994106500026284
PRD0903297;994106500026284
PRD0903667;994106500026284
PRD0900348;994106500026363
PRD0901278;994106500026363
PRD0901585;994106500026363
PRD0901837;994106500026363
PRD0903074;994106500026363
PRD0903112;994106500026363
PRD0903269;994106500026363
PRD0904212;994106500026363
PRD0904441;994106500026363
PRD0904637;994106500026363
PRD0904430;994106500026363
PRD0903678;994106500026363
PRD0901094;994106500026390
PRD0902125;994106500026390
PRD0902735;994106500026390
PRD0900173;994106500026834
PRD0900852;994106500026834
PRD0901026;994106500026834
PRD0901422;994106500026834
PRD0902029;994106500026834
PRD0902541;994106500026834
PRD0902889;994106500026834
PRD0903565;994106500026834
PRD0903677;994106500026834
PRD0904358;994106500026834
PRD0904882;994106500026834
PRD0904919;994106500026834
PRD0902220;994106500026834
PRD0904038;994106500026834
PRD0900173;994106500027271
PRD0902813;994106500027271
PRD0900332;994106500027777
PRD0900907;994106500027777
PRD0902453;994106500027777
PRD0901253;994106500027787
PRD0901469;994106500027787
PRD0901887;994106500027787
PRD0902817;994106500027787
PRD0902087;994106500028740
PRD0903621;994106500028740
PRD0904803;994106500028740
PRD0904822;994106500028740
PRD0904988;994106500028740
PRD0904283;994106500028740
PRD0900121;994106500028837
PRD0904372;994106500029065
PRD0900695;994106500029118
PRD0901712;994106500029118
PRD0902399;994106500029118
PRD0902468;994106500029118
PRD0902728;994106500029118
PRD0903655;994106500029118
PRD0903898;994106500029118
PRD0904405;994106500029118
PRD0904620;994106500029118
PRD0902098;994106500029118
PRD0903164;994106500029240
PRD0900014;994106500029257
PRD0900166;994106500029257
PRD0901705;994106500029257
PRD0902163;994106500029257
PRD0902462;994106500029257
PRD0903147;994106500029257
PRD0903269;994106500029257
PRD0903362;994106500029257
PRD0903460;994106500029257
PRD0904982;994106500029257
PRD0900173;994106500029693
PRD0901116;994106500029693
PRD0901136;994106500029693
PRD0901906;994106500029693
PRD0902087;994106500029693
PRD0902840;994106500029693
PRD0903166;994106500029693
PRD0903377;994106500029693
PRD0903516;994106500029693
PRD0904397;994106500029693
PRD0901369;994106500029693
PRD0900046;994106500029693
PRD0902954;994106500029693
PRD0901287;994106500029693
PRD0902678;994106500029693
PRD0900357;994106500030115
PRD0904957;994106500030115
PRD0900121;994106500030158
PRD0900531;994106500030158
PRD0901366;994106500030158
PRD0901652;994106500030158
PRD0903693;994106500030158
PRD0904559;994106500030158
PRD0903407;994106500030158
PRD0903327;994106500030333
PRD0901938;994106500030877
PRD0902266;994106500030877
PRD0903052;994106500030877
PRD0904100;994106500030877
PRD0904908;994106500030877
PRD0901253;994106500030968
PRD0901163;994106500031163
PRD0902728;994106500031163
PRD0903321;994106500031163
PRD0903806;994106500031163
PRD0904441;994106500031163
PRD0900121;994106500031188
PRD0903812;994106500031188
PRD0900603;994106500031452
PRD0904806;994106500031452
PRD0900200;994106500031601
PRD0900868;994106500031601
PRD0901039;994106500031601
PRD0901278;994106500031601
PRD0904478;994106500031601
PRD0904945;994106500031601
PRD0900119;994106500031601
PRD0904157;994106500031601
PRD0902294;994106500031601
PRD0902672;994106500032030
PRD0903338;994106500032030
PRD0900173;994106500032193
PRD0901973;994106500032193
PRD0902074;994106500032193
PRD0903052;994106500032193
PRD0903695;994106500032193
PRD0904044;994106500032193
PRD0904114;994106500032193
PRD0904286;994106500032193
PRD0904157;994106500032193
PRD0900234;994106500032193
PRD0903256;994106500032224
PRD0900555;994106500032426
PRD0901293;994106500032426
PRD0901446;994106500032426
PRD0900251;994106500032640
PRD0903211;994106500032640
PRD0903497;994106500032640
